="",="(1)",="",="",=""
="",="",="",="",=""
="",="mean",="sd",="min",="max"
="wiftype==正規",="0.240",="0.427",="0.000",="1.000"
="wiftype==非正規",="0.442",="0.497",="0.000",="1.000"
="wiftype==自営・家族従業",="0.046",="0.210",="0.000",="1.000"
="wiftype==無職",="0.272",="0.445",="0.000",="1.000"
="husincome",="5577469.553",="2840327.002",="0.000",="25000000.000"
="wifincome",="1512347.767",="1784644.189",="0.000",="10500000.000"
